Index,Anotação
"A comida é uma delícia e muito bem servido. Atendimento excelente por Edilson e Roberto, voltarei com certeza.","{'entities': [(2, 8, 'COMIDA'), (44, 55, 'SERVIÇO'), (70, 77, 'SERVIÇO'), (80, 87, 'SERVIÇO')]}"
Excelente comida e atendimento. Os garçons Adriano Sorriso e o Fabiano são excelentes !!! O Metre Fabão também da todo apoio no excelente atendimento ... super indico !! Não saiam sem a cocada ao forno !! :),"{'entities': [(10, 16, 'COMIDA'), (186, 201, 'COMIDA'), (19, 30, 'SERVIÇO'), (35, 42, 'SERVIÇO'), (43, 58, 'SERVIÇO'), (63, 70, 'SERVIÇO'), (92, 103, 'SERVIÇO'), (138, 149, 'SERVIÇO')]}"
"Atendimento perfeito desde o manobrista até o sommelier. 400 lugares, expandindo para 1200, dos quais 600 serão reservados para eventos.  Todos, sem exceção, fazem questão de agradar o cliente en todos os detalhes. Perguntei ao maitre se meu prato podia vir sem coentro e ele...Mais","{'entities': [(61, 68, 'GERAL'), (242, 247, 'COMIDA'), (0, 11, 'SERVIÇO'), (29, 39, 'SERVIÇO'), (46, 55, 'SERVIÇO'), (228, 234, 'SERVIÇO')]}"
Sempre uma experiência maravilhosa. Fomos bem recebidos pelo Felipe Abreu com o atendimento excelente e seu parceiro Bruno. Obrigada!,"{'entities': [(61, 73, 'SERVIÇO'), (80, 91, 'SERVIÇO'), (117, 122, 'SERVIÇO')]}"
"Ótimo atendimento, cardápio com diversas opções de bebidas e comidas maravilhosas. Garçom Milton muito atencioso...","{'entities': [(19, 27, 'COMIDA'), (61, 68, 'COMIDA'), (51, 58, 'BEBIDA'), (6, 17, 'SERVIÇO'), (83, 96, 'SERVIÇO')]}"
"Excelente , Devanir nos atendeu super bem. A comida estava muito boa. Amamos estar comemorando o niver aí.","{'entities': [(45, 51, 'COMIDA'), (12, 19, 'SERVIÇO')]}"
"Lugar charmoso, aconchegante de excelente atendimento, comida muito gostosa pratos caprichadas, garçom Souza que nos atendeu muito receptivo e atencioso","{'entities': [(0, 5, 'GERAL'), (55, 61, 'COMIDA'), (76, 82, 'COMIDA'), (42, 53, 'SERVIÇO'), (96, 108, 'SERVIÇO')]}"
"Tradicionalmente o melhor camarão da cidade, com ambiente agradável com vista para o mar; boa disponibilidade de vinhos e cervejas especiais. Bom para almoço, jantar e confraternizações.","{'entities': [(49, 57, 'AMBIENTE'), (72, 77, 'AMBIENTE'), (26, 33, 'COMIDA'), (151, 157, 'COMIDA'), (159, 165, 'COMIDA'), (113, 119, 'BEBIDA'), (122, 140, 'BEBIDA')]}"
"ótimo atendimento do eduardo! comida não demorou, bom ambiente, boa comida, comida muitooo boaa!!! recomendo","{'entities': [(54, 62, 'AMBIENTE'), (30, 36, 'COMIDA'), (68, 74, 'COMIDA'), (76, 82, 'COMIDA'), (6, 17, 'SERVIÇO'), (21, 28, 'SERVIÇO')]}"
"Bom espaço físico e atendimento, localizado em um shopping, cardápio enorme, comida muito boa. Restaurante padrão desta rede. Vale muito a pena","{'entities': [(4, 17, 'AMBIENTE'), (95, 106, 'GERAL'), (60, 68, 'COMIDA'), (77, 83, 'COMIDA'), (20, 31, 'SERVIÇO'), (33, 43, 'LOCALIZAÇÃO'), (50, 58, 'LOCALIZAÇÃO')]}"
"Apesar do preço ser um pouco alto vale cada centavo. O ambiente é maravilhoso e as comidas divinas. Leque de opção muito grande: pratos de carne, frutos do mar, pizzas, saladas... Melhor restaurante da cidade!","{'entities': [(55, 63, 'AMBIENTE'), (187, 198, 'GERAL'), (83, 90, 'COMIDA'), (129, 144, 'COMIDA'), (146, 159, 'COMIDA'), (161, 167, 'COMIDA'), (169, 176, 'COMIDA'), (10, 15, 'PREÇO'), (39, 51, 'PREÇO')]}"
"O local é bonito, muito bom atendimento, costuma estar lotado, os preços são bem elevados (mas tudo na região é), mas a comida vale o preço cobrado. O camarão terminador é muito bom, assim como a porção de lula. Não experimentamos a parte de carnes,...Mais","{'entities': [(2, 7, 'GERAL'), (120, 126, 'COMIDA'), (151, 169, 'COMIDA'), (196, 210, 'COMIDA'), (28, 39, 'SERVIÇO'), (66, 72, 'PREÇO'), (134, 139, 'PREÇO')]}"
"Ótimo atendimento do senhor narcélio!bom ambiente, musica agradável e ao vivo, comida saborosa e de bom grado","{'entities': [(41, 49, 'AMBIENTE'), (51, 57, 'AMBIENTE'), (79, 85, 'COMIDA'), (6, 17, 'SERVIÇO')]}"
"Sempre bom estar de volta ao Dom Pastel, comida espetacular e atendimento excelente pelo Eduardo e Jonceliano!","{'entities': [(29, 39, 'GERAL'), (41, 47, 'COMIDA'), (62, 73, 'SERVIÇO'), (89, 96, 'SERVIÇO'), (99, 109, 'SERVIÇO')]}"
"Lugar agradável, pratos muito bem servidos, muito saborosos! Drinks deliciosos e ainda tem parquinho para as crianças. Recomendo!","{'entities': [(91, 117, 'AMBIENTE'), (0, 5, 'GERAL'), (17, 23, 'COMIDA'), (61, 67, 'BEBIDA')]}"
"Um excelente lugar para conhecer, com uma bela vista do lago sul. Uma refeição maravilhosa, com atendimento de primeira. Comemos frutos do mar, deliciosos. Uma caipirinha de coco incrível. Vale a pena cada centavo. Achamos complicado chegar no restaurante, mesmo com GPS, e também um...Mais","{'entities': [(47, 52, 'AMBIENTE'), (13, 18, 'GERAL'), (244, 255, 'GERAL'), (70, 78, 'COMIDA'), (129, 142, 'COMIDA'), (160, 178, 'BEBIDA'), (96, 107, 'SERVIÇO'), (201, 213, 'PREÇO')]}"
"Comida, ambiente e atendimento maravilhoso. Aproveitamos a visita de amigos para conhecer e foi uma ótima experiência.","{'entities': [(8, 16, 'AMBIENTE'), (0, 6, 'COMIDA'), (19, 30, 'SERVIÇO')]}"
"Lugar enorme, com muito movimento, mesas externas, diferentes ambientes, ótimo. Os pratos são grandes, dá para 3 pessoas. Comida muito boa.","{'entities': [(35, 40, 'AMBIENTE'), (62, 71, 'AMBIENTE'), (0, 5, 'GERAL'), (83, 89, 'COMIDA'), (122, 128, 'COMIDA')]}"
"Todos foram muito atenciosos conosco!Viemos para comemorar o aniversário da nossa filha. Comida impecável,bebida gostosa e ambiente agradável! Charles nos tratou c alegria e empenho total!","{'entities': [(123, 131, 'AMBIENTE'), (89, 95, 'COMIDA'), (106, 112, 'BEBIDA'), (143, 150, 'SERVIÇO')]}"
Melhor camarão internacional da cidade... Atendimento de alta Qualidade! Indico para todos que queiram uma boa comida e cerveja!,"{'entities': [(7, 28, 'COMIDA'), (111, 117, 'COMIDA'), (120, 127, 'BEBIDA'), (42, 53, 'SERVIÇO')]}"
"Restaurante com boa opção de cardápio, tendo o camarão como carro chefe dos pratos. O serviço é bom, poderia ter pequenos ajustes. A carta de vinho é adequada, com variedade para acompanhar os diversos pratos.","{'entities': [(0, 11, 'GERAL'), (29, 37, 'COMIDA'), (47, 54, 'COMIDA'), (76, 82, 'COMIDA'), (202, 208, 'COMIDA'), (133, 147, 'BEBIDA'), (86, 93, 'SERVIÇO')]}"
"Restaurante impecável e atendimento excepcional do Raynan. Com certeza voltaremos logo! Pedimos prato camarão de olinda por apenas 49,90.Mais","{'entities': [(0, 11, 'GERAL'), (96, 101, 'COMIDA'), (102, 119, 'COMIDA'), (24, 35, 'SERVIÇO'), (51, 57, 'SERVIÇO'), (120, 130, 'PREÇO')]}"
"Ambiente agradável. Atendimento excelente. Os pratos não são baratos, mas valem cada centavo e são bem servidos. O meu prato preferido é a carne de sol do sertão, arroz de leite e carne desfiada. Delícia.","{'entities': [(0, 8, 'AMBIENTE'), (46, 52, 'COMIDA'), (119, 124, 'COMIDA'), (139, 161, 'COMIDA'), (163, 177, 'COMIDA'), (180, 194, 'COMIDA'), (20, 31, 'SERVIÇO'), (61, 68, 'PREÇO'), (80, 92, 'PREÇO')]}"
Excelente atendimento do garçom Eduardo e da metre Mônica. Ótima música e ambiente agradável. Recomendo!,"{'entities': [(65, 71, 'AMBIENTE'), (74, 82, 'AMBIENTE'), (10, 21, 'SERVIÇO'), (25, 39, 'SERVIÇO'), (45, 57, 'SERVIÇO')]}"
"Ambiente aconchegante, com comida deliciosa! O Camarão Internacional, especialidade da casa, serve bem 4 pessoas. O preço pode parecer um pouco alto, mas é bem servido.","{'entities': [(0, 8, 'AMBIENTE'), (27, 33, 'COMIDA'), (47, 68, 'COMIDA'), (116, 121, 'PREÇO')]}"
"Fomos almoçar durante a semana, achamos perfeito em todos os sentidos. Ficamos surpresas com o valor, tem uma promoção que diversos pratos estão por 59,00 para duas pessoas, preço bem inferior ao que pagaríamos em restaurantes comuns. Comida dez, harmonização perfeita, camarões no ponto... Para...Mais","{'entities': [(214, 226, 'GERAL'), (6, 13, 'COMIDA'), (132, 138, 'COMIDA'), (235, 241, 'COMIDA'), (270, 278, 'COMIDA'), (95, 100, 'PREÇO'), (110, 118, 'PREÇO'), (174, 179, 'PREÇO')]}"
"Atendimento do Sr. Teixeira, pedimos Camarão Internacional e Peixe a Delícia, e apesar do restaurante bem cheio, saiu em 25 minutos. Recomendo!","{'entities': [(90, 101, 'GERAL'), (37, 58, 'COMIDA'), (61, 76, 'COMIDA'), (0, 11, 'SERVIÇO'), (15, 27, 'SERVIÇO')]}"
"Atendimento incrível com comida e bebida de qualidade, além da atenção e dedicação de todos os colaboradores do restaurante em especial Joel! Onde atendeu super bem e nos indicou pratos incríveis.","{'entities': [(112, 123, 'GERAL'), (25, 31, 'COMIDA'), (179, 185, 'COMIDA'), (34, 40, 'BEBIDA'), (0, 11, 'SERVIÇO'), (95, 108, 'SERVIÇO'), (136, 140, 'SERVIÇO')]}"
"Restaurante muito aconchegante, com vários ambientes, todos bonitos. Bom atendimento. O pastel gigante é ótimo como entrada e para bater fotos. Todos os pratos Sāo bem servidos.","{'entities': [(43, 52, 'AMBIENTE'), (0, 11, 'GERAL'), (88, 102, 'COMIDA'), (116, 123, 'COMIDA'), (153, 159, 'COMIDA'), (73, 84, 'SERVIÇO')]}"
"Tudo excelente! Fomos atendidos pelo João Paulo que foi muito atencioso. Comemos Camarões Mucuripe, pastel Dom Pastel e Cocada ao forno com sorvete. Recomendo!","{'entities': [(81, 98, 'COMIDA'), (100, 117, 'COMIDA'), (120, 147, 'COMIDA'), (37, 47, 'SERVIÇO')]}"
"Comida excelente, custo alto, mas entrega qualidade. Atendimento ficou bem a desejar na minha visita.","{'entities': [(0, 6, 'COMIDA'), (53, 64, 'SERVIÇO'), (18, 23, 'PREÇO')]}"
"Ambiente agradável, vista muito bonita e preços razoáveis pois a maioria dos pratos servem duas pessoas. Recomendo.","{'entities': [(0, 8, 'AMBIENTE'), (20, 25, 'AMBIENTE'), (77, 83, 'COMIDA'), (41, 47, 'PREÇO')]}"
"O Rei do Trip, garçom Marlon. Excelente atendimento!!! Prato e sobremesa deliciosos. Com surpresa no final! Parabéns Coco Bambu por estar em 1° no trip!!","{'entities': [(117, 127, 'GERAL'), (55, 60, 'COMIDA'), (63, 72, 'COMIDA'), (15, 28, 'SERVIÇO'), (40, 51, 'SERVIÇO')]}"
Ambiente maravilhoso. Atendimento perfeito e pratos variados e fartos que agradam o paladar e o bolso. Volto lá sempre que posso.,"{'entities': [(0, 8, 'AMBIENTE'), (45, 51, 'COMIDA'), (22, 33, 'SERVIÇO'), (96, 101, 'PREÇO')]}"
"Estamos satisfeitos com o  atendimento  em geral,boa localização,a comida boa,o ambiente  bem climatizado . atendimento João Paulo  e Eduardo.","{'entities': [(80, 88, 'AMBIENTE'), (67, 73, 'COMIDA'), (27, 38, 'SERVIÇO'), (108, 119, 'SERVIÇO'), (120, 130, 'SERVIÇO'), (134, 141, 'SERVIÇO'), (53, 64, 'LOCALIZAÇÃO')]}"
"Hoje, fui a este restaurante, para a confraternização da turma de Pilates da Academia Personal Care. A comida servida, peixe, foi de péssima qualidade. O serviço estava bom e a carta de vinho bem variada. Que pena.","{'entities': [(17, 28, 'GERAL'), (103, 109, 'COMIDA'), (119, 124, 'COMIDA'), (177, 191, 'BEBIDA'), (154, 161, 'SERVIÇO')]}"
"Lugar bacana, música boa, Comida boa! Atendimento de primeira pelo Marlon e Jadson! Chef Delexon! Voltaremos mais vezes com certeza!","{'entities': [(14, 20, 'AMBIENTE'), (0, 5, 'GERAL'), (26, 32, 'COMIDA'), (38, 49, 'SERVIÇO'), (67, 73, 'SERVIÇO'), (76, 82, 'SERVIÇO'), (84, 96, 'SERVIÇO')]}"
Espera mais. Ouvimos tanto falar do coco bambu. Que sonhei com um lugar de atendimento impecável e gastronômia maravilhosa. Minha beringela veio morna e não macia como deveria ser. A cocada foi a única coisa que me deixou feliz.,"{'entities': [(36, 46, 'GERAL'), (66, 71, 'GERAL'), (99, 110, 'COMIDA'), (130, 139, 'COMIDA'), (183, 189, 'COMIDA'), (75, 86, 'SERVIÇO')]}"
Comida ótima e atendimento melhor ainda. Atendimento Excelente do garçom Wandery.  Local para visitar constantemente.,"{'entities': [(83, 88, 'GERAL'), (0, 6, 'COMIDA'), (15, 26, 'SERVIÇO'), (41, 52, 'SERVIÇO'), (66, 80, 'SERVIÇO')]}"
"Estivemos no Coco Bambu pela primeira vez ontem, e o que vale ressaltar de cara é toda a beleza do local, o ambiente é lindo, muito bem organizado e confortável.  Percebe-se que se trata de um restaurante recém inaugurado, toda a equipe de atendimento foi...Mais","{'entities': [(108, 116, 'AMBIENTE'), (13, 23, 'GERAL'), (99, 104, 'GERAL'), (193, 204, 'GERAL'), (240, 251, 'SERVIÇO')]}"
"Em quase todas as vezes que visitamos a casa, pedimos pratos com base de camarão, como o Mediterrâneo e o Tropical, e desta vez aceitamos a sugestão do garçom Rock e tivemos a grata surpresa com o Camarão ao Forno*, que acompanha risoto de limão...Mais","{'entities': [(40, 44, 'GERAL'), (54, 60, 'COMIDA'), (73, 80, 'COMIDA'), (89, 101, 'COMIDA'), (106, 114, 'COMIDA'), (197, 213, 'COMIDA'), (230, 245, 'COMIDA'), (152, 163, 'SERVIÇO')]}"
"Sempre tive vontade de conhecer o restaurante, aproveitei minha passagem para fortaleza e fui, seimplesmente maravilhoso, comida, atendimento e custo beneficio. Por ser um restaurante bem conhecido imaginei que os preços fossem um pouco salgados e me enganei, pedimos um prato para 3 pessoas e...Mais","{'entities': [(34, 45, 'GERAL'), (172, 183, 'GERAL'), (122, 128, 'COMIDA'), (271, 276, 'COMIDA'), (130, 141, 'SERVIÇO'), (144, 159, 'PREÇO'), (214, 220, 'PREÇO'), (237, 245, 'PREÇO'), (78, 87, 'LOCALIZAÇÃO')]}"
Fomos muito bem atendido pelo garçom Wagner!! Nota 10!!! Comida muito bem temperada e servida. Valeu a visita!,"{'entities': [(57, 63, 'COMIDA'), (30, 43, 'SERVIÇO')]}"
"Ricardo Mombaça gente fina e super atencioso, com ótimas sugestões de pratos e preocupado com a excelência no atendimento.","{'entities': [(70, 76, 'COMIDA'), (0, 15, 'SERVIÇO'), (110, 121, 'SERVIÇO')]}"
"Música ambiente ao vivo com repertório agradável,.  A comida é excepcional e o ambiente muito agradável.  Possui espaço Kids","{'entities': [(0, 6, 'AMBIENTE'), (7, 15, 'AMBIENTE'), (79, 87, 'AMBIENTE'), (113, 124, 'AMBIENTE'), (54, 60, 'COMIDA')]}"
"O restaurante é bem caro, mas porque é de alto nível. A comida é muito boa e vale o preço, pena que eu tenho alergia a camarão. Mas nada que um remédio não resolva depois.","{'entities': [(2, 13, 'GERAL'), (56, 62, 'COMIDA'), (119, 126, 'COMIDA'), (20, 24, 'PREÇO'), (84, 89, 'PREÇO')]}"
"As refeições, o ambiente e o atendimento no local melhoraram bastante. Percebi o olhar atento da gerência, porque ao reclamar de uma sobremesa, imediatamente me ofereceu - graciosamente - outra. Outro bom diferencial: há delivery de noite.","{'entities': [(16, 24, 'AMBIENTE'), (44, 49, 'GERAL'), (3, 12, 'COMIDA'), (133, 142, 'COMIDA'), (29, 40, 'SERVIÇO'), (97, 105, 'SERVIÇO')]}"
"À começar pela recepcionista Andressa, que nos conduziu com muita gentileza até a mesa. Após, fomos surpreendidos pelo ótimo atendimento do Ricardo, uma figura! O prato estava excepcional.  Em suma, ótima comida e excelente atendimento. Voltamos e voltaremos.","{'entities': [(163, 168, 'COMIDA'), (205, 211, 'COMIDA'), (15, 37, 'SERVIÇO'), (125, 136, 'SERVIÇO'), (140, 147, 'SERVIÇO'), (224, 235, 'SERVIÇO')]}"
"Um dos melhores restaurantes que eu já tive a oportunidade de ir! Tudo perfeito! Atendimento super especial, decoração, público, música ao vivo em bom volume, comida maravilhosa  (fomos de Camarão Internacional), bebida top e a sobremesa fechou com chave de ouro ( cocada ao forno...Mais","{'entities': [(109, 118, 'AMBIENTE'), (129, 135, 'AMBIENTE'), (16, 28, 'GERAL'), (159, 165, 'COMIDA'), (189, 210, 'COMIDA'), (228, 237, 'COMIDA'), (265, 280, 'COMIDA'), (213, 219, 'BEBIDA'), (81, 92, 'SERVIÇO')]}"
"Comida boa, bebida boa, lugar bom, preço justo!  Espaço ideal para grandes grupos. Ideal reservar com antecedência.","{'entities': [(24, 29, 'GERAL'), (49, 55, 'GERAL'), (0, 6, 'COMIDA'), (12, 18, 'BEBIDA'), (35, 46, 'PREÇO')]}"
"Muito boa está unidade! Já conhecia a casa,mas está em especial tem uma excele te acústica! Garçons muito atenciosos e recepcionistas também! Peixe sofisticado,arroz e batata soute. Sobremesa cocada de forno com sorvete! Hummmm! Muito boa!","{'entities': [(82, 90, 'AMBIENTE'), (15, 22, 'GERAL'), (38, 42, 'GERAL'), (142, 147, 'COMIDA'), (160, 165, 'COMIDA'), (168, 180, 'COMIDA'), (182, 191, 'COMIDA'), (192, 219, 'COMIDA'), (92, 99, 'SERVIÇO'), (119, 133, 'SERVIÇO')]}"
"O atendimento foi excelente, garçons super atenciosos, principalmente o Boaz, que foi o responsável pelo nosso atendimento. Os pratos são ótimos e serviram muito bem a todos os convidados, a apresentação é excelente e o sabor é melhor ainda! A expectativa foi superada com pratos...Mais","{'entities': [(127, 133, 'COMIDA'), (273, 279, 'COMIDA'), (2, 13, 'SERVIÇO'), (29, 36, 'SERVIÇO'), (72, 76, 'SERVIÇO'), (111, 122, 'SERVIÇO')]}"
"Local agradável, muito aconchegante e  ótimo atendimento comida boa com preço bom   bebida gelada e ambiente limpo","{'entities': [(100, 108, 'AMBIENTE'), (0, 5, 'GERAL'), (57, 63, 'COMIDA'), (84, 90, 'BEBIDA'), (45, 56, 'SERVIÇO'), (72, 77, 'PREÇO')]}"
"Muito bom 👏 vale muito a pena fazer uma visita, indico o camarão internacional para quem ainda não conhece o lugar, esse prato é sensacional... serve 3 pessoas que come muito ou até 4 pessoas que comam normal.","{'entities': [(109, 114, 'GERAL'), (57, 78, 'COMIDA'), (121, 126, 'COMIDA')]}"
"Ambiente em dois níveis. Frequento o nível superior, madeira de lei, meia luz que incide sobre as mesas. Não deixe de apreciar os camarões Jangadeiros e a Lagosta grelhada. Maravilhosos. Lugar ótimos para reunir família e amigos.","{'entities': [(0, 8, 'AMBIENTE'), (53, 67, 'AMBIENTE'), (74, 77, 'AMBIENTE'), (187, 192, 'GERAL'), (130, 150, 'COMIDA'), (155, 171, 'COMIDA')]}"
"Restaurantes muito agradável , ambiente aconchegante e o garçom expedido , foi muito receptivo , atencioso , um garçom excelente. Muito obrigada pelo atendimento expedito","{'entities': [(31, 39, 'AMBIENTE'), (0, 12, 'GERAL'), (57, 72, 'SERVIÇO'), (112, 118, 'SERVIÇO'), (150, 170, 'SERVIÇO')]}"
Garçom Wagner atencioso. Jantar delicioso!!! Diversas musicas ao vivo. Exelente lugar para qualquer ocasião,"{'entities': [(54, 61, 'AMBIENTE'), (80, 85, 'GERAL'), (25, 31, 'COMIDA'), (0, 13, 'SERVIÇO')]}"
o garçom Marcos Abreu e nota 10000 recomendo a todos abraço bom atendimento atencioso uma pessoa extraordinário,"{'entities': [(2, 21, 'SERVIÇO'), (64, 75, 'SERVIÇO')]}"
"Pode fechar o olho e escolher qualquer item do cardápio (que mais parece um livro devido à infinidade de opções) que você não vai se arrepender. Absolutamente tudo, das pizzas à parmegiana passando pelos frutos do mar, tudo é simplesmente divino! Os preços são um...Mais","{'entities': [(47, 55, 'COMIDA'), (169, 175, 'COMIDA'), (178, 188, 'COMIDA'), (204, 217, 'COMIDA'), (250, 256, 'PREÇO')]}"
"Fomos bem atendidos pelo Ricardo Bombassa e pelo Charles gerente da casa, fizeram todo possível para que nossa noite fosse agradabilíssima e muito deliciosa com pratos excelentes! Com certeza vamos voltar!","{'entities': [(161, 167, 'COMIDA'), (25, 41, 'SERVIÇO'), (49, 64, 'SERVIÇO')]}"
"Ambiente agradável, comida boa e atendimento bom. O garçom Welinton foi bastante atencioso. Ótimo lugar para um almoço com amigos!","{'entities': [(0, 8, 'AMBIENTE'), (98, 103, 'GERAL'), (20, 26, 'COMIDA'), (112, 118, 'COMIDA'), (33, 44, 'SERVIÇO'), (52, 67, 'SERVIÇO')]}"
"Restaurante mantem o mesmo nivel da confidant Das outras filiais que conheço ( São Paulo e Brasilia ).  O Serviço é bom mas não espere ter o padrão de atendimento de São Paulo, a vista do Mar compensa e ficar na varanda é mais agradavel...Mais","{'entities': [(179, 184, 'AMBIENTE'), (212, 219, 'AMBIENTE'), (0, 11, 'GERAL'), (106, 113, 'SERVIÇO'), (151, 162, 'SERVIÇO'), (79, 88, 'LOCALIZAÇÃO'), (91, 99, 'LOCALIZAÇÃO'), (166, 175, 'LOCALIZAÇÃO')]}"
"Era um dia de semana, tínhamos reserva, então não foi difícil de sentar. Fomos muito bem atendidos! Recomendo!",{'entities': []}
"Ambiente super aconchegante com um ótimo atendimento. Fomos atendidos pelo Charles e foi tudo simplesmente perfeito, a comida muito boa também, voltaremos mais vezes!","{'entities': [(0, 8, 'AMBIENTE'), (119, 125, 'COMIDA'), (41, 52, 'SERVIÇO'), (75, 82, 'SERVIÇO')]}"
"Lugar perfeito, ambiente impecável e atendimento muito bom. Sala de espera boa com atendimento dos funcionários e os pratos são excelentes!","{'entities': [(16, 24, 'AMBIENTE'), (60, 74, 'AMBIENTE'), (0, 5, 'GERAL'), (117, 123, 'COMIDA'), (37, 48, 'SERVIÇO'), (83, 94, 'SERVIÇO')]}"
Muito bom! Garçom Cristian muito atencioso e prestativo. Pratos maravilhosos. Tudo perfeito. Recomendo muito.,"{'entities': [(57, 63, 'COMIDA'), (11, 26, 'SERVIÇO')]}"
"Atendimento excelente. Viemos em um grupo de 8 e fomos atendidos pelo Eduardo que é muito gentil, simpático e solícito. A comida estava ótima como sempre.","{'entities': [(122, 128, 'COMIDA'), (0, 11, 'SERVIÇO'), (70, 77, 'SERVIÇO')]}"
"Ontem, eu e a minha família fomos pela segunda vez ao restaurante e dessa vez no Aniversário do meu irmão. Tivemos a grata surpresa de sermos presenteados com um atendimento excelente! A comida estava incrível e bem quente e (por ser o aniversário do meu...Mais","{'entities': [(54, 65, 'GERAL'), (187, 193, 'COMIDA'), (162, 173, 'SERVIÇO')]}"
"Muito bom o atendimento Kot e Claudia A música é excelente, o cardápio com muitas opções. Adoro o restaurante e recomendo sempre! Nota 10!!❤️","{'entities': [(40, 46, 'AMBIENTE'), (98, 109, 'GERAL'), (62, 70, 'COMIDA'), (12, 23, 'SERVIÇO'), (24, 27, 'SERVIÇO'), (30, 37, 'SERVIÇO')]}"
"Foi incrível, sai daqui noiva ❤️ Obrigada Édson e seu Francisco por todo atendimento, ficamos plenamente satisfeitos ❤️Mais","{'entities': [(42, 47, 'SERVIÇO'), (54, 63, 'SERVIÇO'), (73, 84, 'SERVIÇO')]}"
Local agradável..ñ conhecia ..sou nova na cidade e adorei..voltarei mas vezes sem dúvidas!! Atendidos pelo Moacir e andrade..pessoas agradaveis..prestativas é solicitas.,"{'entities': [(0, 5, 'GERAL'), (107, 113, 'SERVIÇO'), (116, 123, 'SERVIÇO')]}"
"realmente incrível, fantástico, não existe nada igual. recomendo muito maravilhoso, demais, 100%. realmente recomendadissimo",{'entities': []}
"Ótimo atendimento do Matheus Ribeiro, comida maravilhosa camarão coco Brasil, sobremesa maravilhosa, ótima qualidade","{'entities': [(38, 44, 'COMIDA'), (57, 76, 'COMIDA'), (78, 87, 'COMIDA'), (6, 17, 'SERVIÇO'), (21, 36, 'SERVIÇO')]}"
"Pizza excelente, atendimento perfeito, porém a música muito chata. E poderia ser menos de 100 caracteres para descrever isso.","{'entities': [(47, 53, 'AMBIENTE'), (0, 5, 'COMIDA'), (17, 28, 'SERVIÇO')]}"
Comida excelente e atendimento perfeito do garçom Anderson!! O maître José Luís visitou a mesa e nos deu atenção sobre cardápio!! Muito bom!,"{'entities': [(0, 6, 'COMIDA'), (119, 127, 'COMIDA'), (19, 30, 'SERVIÇO'), (43, 58, 'SERVIÇO'), (63, 79, 'SERVIÇO')]}"
"Comida excelente, ambiente agradável e garçons (Hernandes e José Luis) muitíssimo hábeis. Recomendo muito!","{'entities': [(18, 26, 'AMBIENTE'), (0, 6, 'COMIDA'), (39, 46, 'SERVIÇO'), (48, 57, 'SERVIÇO'), (60, 69, 'SERVIÇO')]}"
"Bom os drinks oferecidos no happy, porções boas porém com pouca, mas pouca quantidade, porém o preço é condizente a uma porção bem servida. Métri muito atencioso, porém os garçons nem tanto.","{'entities': [(35, 42, 'COMIDA'), (120, 126, 'COMIDA'), (7, 13, 'BEBIDA'), (28, 33, 'BEBIDA'), (140, 145, 'SERVIÇO'), (172, 179, 'SERVIÇO'), (95, 100, 'PREÇO')]}"
Ótimo lugar para comemorar aniversários! Sugestão: pudim! Por favor!! Prove o pudim!♥️ Possui sabor diferenciado e um bom custo.,"{'entities': [(6, 11, 'GERAL'), (51, 56, 'COMIDA'), (122, 127, 'PREÇO')]}"
"Os pratos de camarão são sensacionais. Independente de qual prato escolher, não vai se arrepender. O preço é um pouco elevado, mas vale cada centavo.","{'entities': [(3, 9, 'COMIDA'), (13, 20, 'COMIDA'), (60, 65, 'COMIDA'), (101, 106, 'PREÇO'), (136, 148, 'PREÇO')]}"
"Uma tarde muito agradável com a minha melhor amiga e no melhor lugar de Fortaleza e com o melhor garçom Elieser. Além de nos atender perfeitamente, ainda é um excelente fotógrafo.","{'entities': [(63, 68, 'GERAL'), (97, 111, 'SERVIÇO'), (72, 81, 'LOCALIZAÇÃO')]}"
Excelente atendimento dos garçons incluindo o garçom Senna que deu uma atenção todo especial.🦐🎉😋😋😋,"{'entities': [(10, 21, 'SERVIÇO'), (26, 33, 'SERVIÇO'), (46, 58, 'SERVIÇO')]}"
Acho que deu tudo certo. O atendimento foi bom e a comida estava em boa quantidade e gostosa :3. Recomendo,"{'entities': [(51, 57, 'COMIDA'), (27, 38, 'SERVIÇO')]}"
O almoço estava mais uma vez maravilhoso.  Camarão com coco de entrada - fantástico.  Moqueca de camarão - fantástica sobremesa de cocada quente estava muito muito delicia!!,"{'entities': [(2, 8, 'COMIDA'), (43, 59, 'COMIDA'), (63, 70, 'COMIDA'), (86, 104, 'COMIDA'), (118, 127, 'COMIDA'), (131, 144, 'COMIDA')]}"
"O ambiente é muito acolhedor. A comida é muito bem feita e as porções são bem generosas. O preço é acessível, mas é necessário fazer reserva, caso contrário terá que enfrentar uma longa fila de espera.","{'entities': [(2, 10, 'AMBIENTE'), (32, 38, 'COMIDA'), (62, 69, 'COMIDA'), (91, 96, 'PREÇO')]}"
"O Coco Bambu é um restaurante de qualidade, pratos servidos com bastante fartura e os preços são relativamente competitivos se dividirmos pelo número de pessoas que podem se servir com eles.","{'entities': [(2, 12, 'GERAL'), (18, 29, 'GERAL'), (44, 50, 'COMIDA'), (86, 92, 'PREÇO')]}"
