,Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK
701,94531,Coco Bambu,0,5,2019-2-1,2019-2-4,"Ambiente, atendimento e comida deliciosos. É sempre muito bom, ou melhor, fantástico, voltar ao Coco Bambu.",Comemoração aniversário da Marilia,mardenmachado
702,62931,Coco Bambu Campinas,0,5,2018-4-1,2018-4-9,"O ambiente é muito agradável, a comida é excelente, pedimos o Camarão Internacional, acompanhado do vinho da casa de excelente qualidade. O atendimento foi excepcional, em especial pelo garçom Paulo R. Voltaremos, com certeza",Jantar Maravilhoso,gisele biazão r
703,38042,Coco Bambu Recife,0,5,2017-6-1,2017-9-10,"Estivemos com uns amigos para comemorar aniversário depois do trabalho no happy hour das 17h30 as 18h3, prolongamos até as 20:00h, A comida é excelente, o atendimento é muito bom, os funcionários são cordiais e o ambiente é muito limpo e agradável.",Excelente lugar para beber com os amigos.,BeatrizS1462
704,43368,Coco Bambu Flamboyant,0,5,2019-11-1,2019-11-5,"Lugar agradável, o prato muito bem servido, atendimento excelente, som ambiente estava alto mas o nosso pedido para diminuir o volume foi atendido",Bater papo,dalma a
705,49128,Coco Bambu Flamboyant,0,5,2017-9-1,2017-10-2,"Só elogios para o restaurante. Ambiente, serviço, comidas e bebidas sem defeitos. Posso afirmar ser o meu restaurante preferido em Goiânia.",O melhor!,HellenNascimento
706,51307,Coco Bambu Meireles,0,5,2022-2-1,2022-2-10,"O prato pedido estava muito bom e chegou bem rápido. O atendimento também foi incrível, só agradecimentos ao garçom Izaias!!",Almoço,b_rbaraa238
707,175966,Coco Bambu Manaus,0,5,2020-7-1,2020-7-20,"Ambiente moderno, bem higienizado atendimento exclusivo melhor garçom PEDRO JACKS tudo maravilhoso minha esposa Amor o local comida boa camarão selecionados",excelente ,maicont995
708,166030,Coco Bambu Frutos do Mar,0,5,2014-7-1,2014-7-31,"Antigo Camarões agora Coco Bambu , fazem cinco anos que estive neste restaurante e a qualidade continua a mesma, ótima comida , bom atendimento , ambiente muito gostoso, nós comemos um mignon ao molho de mostarda que estava maravilhoso.",tudo é gostoso !!,kehelamar
709,14767,Coco Bambu - Dom Pastel,0,5,2017-9-1,2017-9-24,Um excelente lugar com excelente atendimento do garçom João Batista. Parabéns pelo profissional. Super recomendo o lugar.,Almoço com amigos,Daniel P
710,181322,Coco Bambu Águas Claras,0,5,2017-2-1,2017-12-22,"Estivemos no local para jantar. A comida é deliciosa, atendimento impecável e com espaço para as crianças. A brinquedoteca é muito boa.",excelente,Beatriz A
711,139167,Coco Bambu Anhembi,0,5,2018-8-1,2018-8-20,"jantar muito bom, ambiente e comida muito bem elaborados, o atendimente é muito bom!, alem de tudo, os garçons são atenciosos, fui atendido pelo funcionário gilson, muito gente boa!!",jantar muito satisfatório!!,Vinicius N
712,83226,Coco Bambu - Dom Pastel,0,5,2017-10-1,2017-10-9,"Garçons muito simpáticos, comida de qualidade e ambiente agradável. Boas dicas dos garçons. Indico a cocada com sorvete.",Coco Bambu original - Excelente atendimento e boa comida,Thiago F
713,117110,Coco Bambu SP Market,1,5,2019-7-1,2019-7-2,Excelente atendimento e ambiente super agradável. Adoramos a comida e as bebidas. O chopp é maravilhoso.,Jantar em familia,Joelmaribeirojuan
714,87300,Coco Bambu - Dom Pastel,1,5,2020-2-1,2020-2-5,"Garçom: Antoniones. Excelente profissional: simpático, ágil, gentil, tudo de bom. Um excelente atendimento! Gostei demais de tudo!",Coco bambu - Dom Pastel,Brcalme
715,140577,Coco Bambu Conceito Eldorado,0,5,2021-6-1,2021-6-4,"Excelente atendimento,  comida excepcional e amei a sugestão do Marcelo, atencioso. Valeu a escolha deste restaurante,  recomendo!!","Comemoração da minha transformação. 
Sugestão maravilhosa  do Marcelo.",angelasU4238WG
716,19852,Coco Bambu Frutos do Mar,0,5,2016-6-1,2016-7-6,"Ótima culinária, Ótimo atendimento, não cobra 10% e espaço kids com parque que conta com brinquedos temáticos  e jogos.",Excelente Culinaria,Onerlan M
717,50121,Coco Bambu Meireles,0,5,2018-2-1,2018-2-15,"Recomendo o camarão internacional! Ambiente bonito, comida boa, cerveja gelada e atendimento ótimo!!",Muito bom!,jessiea503
718,23279,Coco Bambu Botafogo Rio,0,5,2022-6-1,2022-6-23,Excelente atendimento da Elisângela e de toda a equipe! Com certeza voltarei com meus amigos e familiares!,Aniversário Nath,907macsuelf
719,94653,Coco Bambu Bahia,0,5,2020-2-1,2020-2-12,Excelente variedades de pratos e bom ambiente. Bom atendimento. Pra quem gosta de camarão é uma excelente pedida.,Boa variedade de pratos,marcelon564
720,42195,Coco Bambu Lago Sul,0,5,2013-4-1,2013-8-26,"Sou bastante suspeita em falar desse restaurante. Simplesmente amo os pratos, da entrada a sobremesa. Os drink's também são excelentes. Já comemorei várias datas especiais, de aniversário a cerimônia de casamento civil. Ambiente acolhedor, com área interna climatizada, que pode ser reservada para grupos maiores;...Mais",Meu predileto,RenataVCS
721,145818,Coco Bambu JK,1,5,2014-9-1,2014-10-7,"O couvert ótimo, a entrada perfeita e o prato principal de camarões gigantes estava muito bom Preço compatível. Só achei a espera um pouco longa, pois deu tempo de tomar duas Caipirinhas de Lima da Pércia , que também estavam ótimas.",RESTAURANTE EXCELENTE,sardinha6419
722,62717,Coco Bambu Águas Claras,4,5,2018-7-1,2018-7-17,"Excelente música, excelente file a parmegiana, excelente ambiente, atendimento exemplar do garçom Geovani, atencioso e muito educado.....",Jantar ,AmandaBritoabn
723,167648,Coco Bambu Ribeirao Preto,1,4,2019-8-1,2019-9-8,Adoro o prato do Groupon do Coco Bambu! O que é duro de pagar é o tal couvert artistico de um estilo musical que não gosto! Poderia ser opcional !,Gosto demais!,Rosangela Apare... C
724,115078,Coco Bambu Anhembi,1,5,2019-11-1,2019-11-16,"Atendimento impecável! Garçom Maycon Douglas, obrigada! Garçom  atenciosos e muito simpático . Não foi invasivo nos deixou muito a vontade . Fazendo sentir agradável",Almoço em família,Patricia L
725,30765,Coco Bambu Anália Franco,0,5,2019-7-1,2019-7-22,"Muito bom o atendimento do Souza, comida muito saborosa local romântico, com uma música ao vivo excelente.",Jantar,Laura C
726,62783,Coco Bambu Lago Sul,0,4,2015-6-1,2015-6-15,"O Coco Bambu do Lago Sul é um restaurante opcional. Bem localizado, fica às margens do Lago Paranoá, o que proporciona um belo visual. Logo na chegada somos muito bem recebidos e o atendimento é impecável até o fim da refeição. No domingo o restaurante...Mais",Ótimo restaurante,matheusgf
727,106055,Coco Bambu Botafogo Rio,0,5,2022-7-1,2022-7-1,"Marília foi muito atenciosa e prestativa no atendimento. A comida estava divina. A música, porém, estava alta.",Aniversário da vovó,164isabelj
728,44282,Coco Bambu Frutos do Mar,1,5,2019-12-1,2019-12-4,"Fomos muito bem recepcionados. Restaurante maravilhoso, super agradável. Ambiente super tranquilo. Amamos e voltaremos com ctz.",Jantar em família,tarsial2019
729,143685,Coco Bambu Brasília Shopping,1,5,2017-11-1,2017-11-3,Atendimento diferenciado pelo clério Naldo... comia perfeita... cerveja gelada.... música 100%!!! Tudo na mais pura limpeza!!!,Sensacional,lucasbC603IL
730,134912,Coco Bambu Meireles,1,5,2020-1-1,2020-1-3,"Atendido pelo garçom Wemerson, fomos atendidos de forma excelente. Parabenizo pelo profissionalismo do funcionario que nos atendeu maravilhosamente bem e pela casa. Grata",jantar,iclsl
731,19942,Coco Bambu Meireles,1,5,2020-10-1,2020-10-15,"Wendel Jantar com amigos bastante divertido. Garçom bastante atencioso como todos da mesa, o mesmo é muito simpático e a comida estava excelente.",Jantar com amigos,G2145KQjulioc
732,14239,Coco Bambu Brasília Shopping,1,5,2017-11-1,2017-11-5,"Ambiente muito bom, com ótimo atendimento! Daniel excelente garçom!  Comida excelente e muito deliciosa.",Ótimo lugar,Leonidio L
733,28549,Coco Bambu Anhembi,1,5,2019-7-1,2019-7-17,"Fomos muito bem servidos pelo Everaldo e pela Priscila, ambos muito prestativos e atenciosos. O jantar estava delicioso!",Atendimento excelente!,Liliane F
734,112601,Coco Bambu Lago Sul,1,2,2016-12-1,2016-12-7,"Estive no local em 04.12.2016 para comemorar aniversário da minha mãe, pedimos moqueca e o camarão mediterrâneo.A moqueca estava bem boa, mas o camarão... Não havia cremosidade e pra piorar, poucos camarões, uma completa decepção. Não consigo entender o tamanho da fila de espera, é...Mais",baita queda,effernandes
735,103155,Coco Bambu Bahia,1,4,2013-4-1,2013-8-1,"Lugar super agradável, estilo rústico que remete bem uma cidade praiana e quente como Salvador... os crepes são divinos, os drinks também! Agitado no início da noite, bem frequentado. Aprovado!!!",Delicioso e ambiente agradável,Elainy C
736,146927,Coco Bambu Bahia,0,5,2019-11-1,2019-11-16,"Derivaldo grande garçom e pessoa, atendimento ótimo, comida muito gostosa, espaço para toda família e amigos!",Visita maravilhosa,Neto F
737,53670,Coco Bambu Meireles,0,4,2013-9-1,2013-9-4,"Restaurante a beira mar, muito agradável, com menu surpreendente. O serviço deixa a desejar se comparado com o ambiente/menu local.","Comida excelente, serviço nem tanto!",CristianoG766
738,133405,Coco Bambu Frutos do Mar,0,5,2016-7-1,2016-7-23,"Comida, ambiente, atendimento excelente... indico muito. Obs: o da beira mar eh muito melhor que o da varjota",Excelente ,diogohfpontes
739,85197,Coco Bambu JK,0,5,2018-8-1,2018-8-19,Fomos jantar na data de ontem e o atendimento prestado pelos garçons Expedito e Raimundo foi excelente. Comida muito boa e ambiente agradável.,Excelente atendimento,hectorf900
740,118150,Coco Bambu Anhembi,0,5,2018-6-1,2018-6-29,"Atendimento maravilhoso, viemos para comemorar o aniversário da minha mãe, ótimo atendimento da Eliane e do metre Lailton",Melhor restaurante ,AlessandroS2362
741,102161,Coco Bambu Botafogo Rio,0,5,2022-5-1,2022-5-11,A comida estava simplesmente divina! Fantástica! Perfeita! Amamos e voltaremos assim que possível! Parabéns pelo empenho,Fantástico,ninafolly
742,173106,Coco Bambu Restaurante,0,5,2019-8-1,2019-8-27,"Tivemos uma ótima experiência de jantar com prato camarão canoa quebrada.  O atendimento foi excelente do Glauber, que fez boas sugestão e nos deixou bem a vontade.",Ótimo jantar. Comida e atendimento 10. ,luizfernandog712
743,167162,Coco Bambu Frutos do Mar,1,4,2016-4-1,2016-4-9,"Restaurante muito bom, vários tipos de refeição e um atendimento qualificado. Recomendo para os exigentes. Excelente.",Restaurante ,ticiano c
744,105660,Coco Bambu JK,0,5,2017-5-1,2017-5-14,"Como sempre um restaurante deliciosa, com comidas saborosas e ambientes aconchegante com a música ao vivo. Destaque para o garçom Raimundo, que nos atendeu muito bem, sempre com um sorriso no rosto e muita simpatia!!Mais",Aniversário de namoro/casamento,marianaf822
745,37240,Coco Bambu São Luís,0,5,2021-4-1,2021-4-29,"Maravilhoso  atendimento, principalmente do sr. Raimundo, que foi muito prestativo em nos ajudar na escolha do prato. Estão de parabéns. 😁",Muito bom,kevinjZ5779IR
746,152685,Coco Bambu Lago Sul,0,5,2018-3-1,2018-7-1,Comida excelente e o atendimento dos garçons jeferson digno da realeza! Recomendo o carro chefe: camarão internacional com caipirinha de coco. Delicia !,Tratamento de realeza,570martam
747,109234,Coco Bambu Anhembi,0,3,2016-11-1,2017-10-2,so fui uma vez e o atendimento foi ruim...fila para entrar e quando vc senta eles fazem de tudo para sair logoMais,atendimento,MarceloElaine
748,145021,Coco Bambu JK,0,5,2018-5-1,2018-5-6,"Fomos atendimento pelo Clayton Viana, que foi super atencioso e proativo. Restaurante ótimo, comidas perfeitas e sobremesas maravilhosas. Porções muito bem servidas e atendimento rápido. Sem falar do ambiente aconchegante e sofisticado.",Jantar com amigos,786jackellinec
749,110508,Coco Bambu Ribeirao Preto,0,4,2015-3-1,2015-8-17,"Ja fui 2x vezes neste restaurante, sempre fui bem atendido, e preço dos pratos são um pouco salgados, mas a comida é muito boa e farta, comi um prato de nome peixe a pizzaiolo(muito bom), minha namorada sempre pede de sobremesa o pudim ela adora,...Mais",Comida Excelente e Farta,diegobarba
750,177123,Coco Bambu JK,0,4,2016-7-1,2016-7-22,"Restaurante bonito, famoso e bem localizado. Fila espera grande. O restaurante da JK, é bonito, bem localizado e famoso na cidade, por isto o tempo de espera é grande. Mas compensa, os pratos são muito bons, e servem tranquilamente 3 ou 4 pessoas, e todas...Mais",Ótimos camarões!,MarceloScoponi
751,60780,Coco Bambu Santo André,0,5,2021-7-1,2021-7-3,"Muito Show! Comida excelente, muitas opcōes, chega muito rápido e  ótimo atendimento de garçom Thiago.",Avaliação Coco Bambu Santo André,Vitor B
752,99506,Coco Bambu Park Shopping,3,5,2020-8-1,2020-8-28,"Ambiente agradável,comida muito saborosa como sempre! Quero agradecer em especial o garçom Celso pelo ótimo atendimento !☺️",Aniversário,Pires321
753,96367,Coco Bambu Iguatemi Brasilia,0,5,2022-1-1,2022-1-11,"Fomos atendidas pelo Christian, excelente profissional, agradável, competente. Parabéns ao Coco Bambu pelo funcionário de altíssimo nível.",O profissional faz a diferença. Coco bambu com Christian foi uma experiência ainda melhor.,Leilabm2015
754,147656,Coco Bambu - Dom Pastel,1,4,2018-3-1,2018-4-16,"O cardápio é basicamente o mesmo do Coco Bambu, o que por si só já é um ponto muito positivo. Um garçom me explicou que eventualmente eles lançam ali pratos diferentes, como um laboratório, mas quando fui, não havia nada desta forma. Bom atendimento, ambiente...Mais",Ótimo almoço,LuizRSouza
755,112249,Coco Bambu Rio Norte Shopping,1,5,2022-6-1,2022-6-21,"Atendimento do garçom Linaldo foi excelente, muito atencioso e rápido nos pedidos. Voltaremos outras vezes.",Reunião de empresa,claudiomQ8408BQ
756,46816,Coco Bambu Market Place,1,5,2019-5-1,2019-12-10,"Atendimento excelente e o garçom foi muito atencioso.  Os pratos são feitos com excelência, além do ambiente ser bonito, aconchegante e de excelente qualidade.",Jantar,Ana Paula S
757,166133,Coco Bambu Conceito Eldorado,0,5,2022-1-1,2022-1-21,"A comida, bebida e o atendimento da Viviane foi excelente o ambiente agradável e com música ao vivo.",Jantar com a amiga,H4054WSpaulat
758,76445,Coco Bambu Recife,0,5,2019-12-1,2019-12-4,"Parabéns pelo excelente atendimento ao garçom Marcos e Márcio, atenção ótima,  atendimento rápido e muita simpatia.",Almoço do niver,812awe
759,165069,Coco Bambu Brasília Shopping,1,5,2017-12-1,2017-12-27,"Excelente local, muito agradável, buffet sensacional, os garçons Sóstenes e Luiz Paulo atendem super bem, trata.as crianças com muita diversão e deixa todos bema a vontade.",Aniversário do Gu,rogeriocpr
760,72728,Coco Bambu JK,0,5,2018-5-1,2018-5-18,"Show de bola tudo delicioso comemos o prato arroz de marisco e camarão catupiry, maravilhoso, voltaremos !!!",Jantar de amigos,108tarcisios
761,6858,Coco Bambu Anhembi,0,5,2022-1-1,2022-1-23,"Garcom Miro é fantástico, faz a experiência do cliente ser perfeita. Comida muito bem temperada, precisa mais opções vegetarianas. Música muito boa","Atendimento especial, música maravilhosa",J8651UIandreas
762,149622,Coco Bambu Frutos do Mar,1,5,2016-6-1,2016-10-20,"Lugar com ar de requinte e casualidade. Para quem busca uma comida leve ou mais encorpada com ótimas opções de bebidas típicas bem como tradicionais. Há opções baratas e mais caras, para uma ou mais pessoas. Recomendo!",Frutos do mar? Coco Bambu!,Filipe G
763,111494,Coco Bambu Anhembi,1,5,2020-2-1,2020-2-5,"Ótimo atendimento, Daniela e Florianopolis foi muito atenciosa e prestativa. Comida boa, musica de boa qualidade.",Almoço,S5910QDmarinac
764,143059,Coco Bambu Frutos do Mar,0,5,2021-6-1,2021-6-20,"Muito bom restaurante! Equipe muito atenciosa, e nosso prato foi feito conforme nossos pedidos! Um mérito a mais para os garçons Diego e Marcos que nos atenderam educadamente e bos auxiliaram demais durante o jantar.",Jantar Férias,LeoMazza01
765,68182,Coco Bambu Frutos do Mar,1,5,2020-9-1,2020-9-3,"Melhor comida de Fortaleza , fomos muito bem atendida pelo Garson Fernando, muito simpático e gentil ...  Ambiente muito agradável e com todos os cuidados precisos .  Adorei !!",Almoço,anakV2855TV
766,58452,Coco Bambu JK,0,5,2018-12-1,2018-12-9,"Encontro de casais de amigos. Drinks muito bem feitos, bolinho de bacalhau excepcional, pratos muito bem feitos e atendimento muito simpático. Excelente pedida!",Gosto do norte,33diegoa
767,127616,Coco Bambu Market Place,0,5,2022-4-1,2022-4-23,"Fomos atendidos pelo Barroso. Excelente profissional, entende dos produtos, muito gentil, respeitador, muito gentil no atendimento a mesa, soube nos indicar a melhor entrada. Adoramos a experiência.  Obrigada, Aline e Kiko",Atendimento pelo Barroso,jos_franciscog380
768,52307,Coco Bambu Bahia,0,5,2016-2-1,2016-3-20,"Estive no restaurante em minha última viagem a Salvador, no mês passado. Minha família e eu fomos super bem tratados, com atendimento personalizado e diferenciado. Super recomendado.",Atendimento Maravilhoso,Jeff B
769,39082,Coco Bambu Anhembi,0,2,2019-3-1,2019-3-31,"O ambiente é muito bonito e aconchegante, a musica agradável (cobrado couvert artistico). SÓ  Na fila de espera ficamos no bar e pedi jm drink, o que estava satisfatorio, a nao ser pelo garçon pedindo para que escrevessemos uma resenha sobre ele no site e...Mais",Apenas um ambiente agradável e nada mais,tatifigue
770,179974,Coco Bambu - Dom Pastel,0,5,2018-7-1,2018-7-13,"O Dom Pastel é um restaurante tradicional da cidade e trabalha com vários pratos, além do tradicional pastel delicioso!!!  Fomos com os amigos comer o famoso camarão internacional e fomos maravilhosamente bem atendidas pelo Darley Carlos, super gentil, rápido e atencioso!  Maravilhosa experiência!",Gostoso e tradicional!,Eugenia V
771,115805,Coco Bambu ItaúPower Contagem,0,5,2022-3-1,2022-3-15,Foi uma experiência muito agradável! Prato saboroso! Ambiente muito bem decorado. Sobremesa excelente e atendimento do Agnes foi perfeito! Voltarei com certeza!,Níver da Gabi,wrvilanova
772,177503,Coco Bambu - Dom Pastel,2,5,2019-8-1,2019-8-21,"Ambiente tranquilo, fácil acesso, cardápio variado e atendimento excelente! Em destaque o garçom Rodrigo Nascimento (o baiano) que é super gentil, atencioso e simpático. Pizza de Champions divina! Indico!","Atendimento excelente, opção de lazer para crianças e comida deliciosa.",JuliettiM
773,10413,Coco Bambu Lago Sul,0,5,2016-10-1,2016-10-18,Muito custo benefício! Os pratos são um pouco caros mas muito bem servidos! O camarão internacional é sensacional e dá para três a quatro comerem bem.,Maravilhoso! ,dayllanagscoelho
774,29997,Coco Bambu Santo André,0,5,2019-10-1,2019-10-9,Viemos num almoço para comemorar o aniversário da nossa amiga Helen e fomos muito bem atendidas pelo atendente Roger Ferraz!!,Aniversário Amiga Helen,akeonishi
775,155498,Coco Bambu Flamboyant,0,5,2019-6-1,2019-6-16,"Excelente atendimento, especialmente por Josiel. Ambiente agradabilíssimo, comida excepcional! Tudo perfeito.",Surpreendente,pablogfelipe1
776,117723,Coco Bambu Porto Alegre,0,5,2018-4-1,2018-4-26,"Comemos filé de tilápia com legumes e arroz com brócolis que estava uma delícia. Quem nos atendeu foi o garçon Gleisson que foi muito gentil, cordato e eficiente. Música ambiente sempre no ponto certo.",Excelente refeição!,Feliciano V
777,118212,Coco Bambu JK,0,5,2018-6-1,2018-6-23,Ótima comida e atendimento do Edvaldo. Recomendo pedir o camarão a delicia ou o mediterrânio. E de sobremesa a cocada de forno!,Ótima comida e atendimento,MicheleK1295
778,35286,Coco Bambu Market Place,1,5,2018-8-1,2018-8-26,Fomos muito bem atendidos pelo Ailton e os pratos foram rapidamente preparados.A experiência foi muito boa!,Cordialidade e agilidade,Cláudia P
779,162243,Coco Bambu Meireles,0,5,2018-3-1,2018-3-23,"Restaurante muito bom, com preço justo pela fartura e qualidade oferecida, pratos deliciosos, se estiver de passagem por Fortaleza, esse restaurante deve entrar em sua lista.",Dez,Andre_gadelha1
780,35058,Coco Bambu Recife,0,5,2019-7-1,2019-7-11,"Tudo muito bom, ambiente agradável. Atendimento muito bom.comidas gostosas sobremesa deliciosa. Vale a pena conferir",Happy hour,Virgínia P
781,27706,Coco Bambu JK,0,5,2022-8-1,2022-8-1,"Jantar para comemorar o aniversário de um grande amigo, atendimento excelente pelo Herbert, pratos maravilhosos.",Comemoração,Z7425INjorgem
782,171135,Coco Bambu,0,5,2021-12-1,2021-12-12,"Excelente atendimento pelo senhor Israel, shopp estava ótima e música legal, ambiente aconchegante ..",Reunião em família,jeirlaner
783,121264,Coco Bambu Anália Franco,0,5,2017-7-1,2017-7-9,Um atendimento e uma comida com muitas coisas boas entre outros o atendimento do telemarketing excelente  Taís  atendente tel Jadson maitre Rodrigo garçon Charles gerente Pessoas bem carismáticas  parabéns,Formidável ,200nicolasj
784,87315,Coco Bambu Lago Sul,0,4,2017-12-1,2017-12-22,"Ótimo custo beneficio, os pratos com lagosta são uma bela pedida. Atendimento correto. Bom e descontraído",Ótima relação preço qualidade ,Humbertourban
785,61384,Coco Bambu Recife,0,5,2022-1-1,2022-1-27,"Fomos muito bem recebidos e atendidos pelo garçom Rodrigo. Nosso filho estava chorando quando chegamos e ele buscou várias formas de ajudar a consola-lo, com balões e desenhos para pintar! Super resolveu e conseguimos ter um jantar calmo e descontraído enquanto as crianças curtiam uma...Mais",Jantar em família,Inspiration423179
786,29979,Coco Bambu Brasília Shopping,0,5,2018-8-1,2018-8-19,"Lugar muito agradável e comida maravilhosa. Um ponto a mais por conta do atendimento, Iqbal foi quem nos atendeu com muita rapidez e cordialidade.",Aniversário,BRENO N
787,79078,Coco Bambu Sul Restaurante,0,5,2017-10-1,2017-10-15,Atendimento perfeito pelo garçom Barbosa. Comida deliciosa como sempre que visitamos Fortaleza. Sensacional!!!!,Almoço de Domingo,marciorodrigues235
788,133452,Coco Bambu Frutos do Mar,1,5,2019-11-1,2019-11-22,"Ótimas entradas, comida boa e atendimento excelente, indico garçom Daniel bastante atencioso, rápido no atendimento.",Jantar em amigos ,hiagoqueiroz26
789,13639,Coco Bambu Vila Velha,0,5,2016-9-1,2016-9-25,"Não imaginava que dentro do Shopping poderia estar um ambiente tão espaçoso e aconchegante, com toques de requinte, atendimento maravilhoso e preço justo para o que oferecem!! Recomendadíssimo!!!",Surpreendente!!!,Rogeriajmachado
790,19641,Coco Bambu Brasília Shopping,0,3,2016-3-1,2016-3-20,"A comida continua boa, mas o atendimento piorou, e o garçom ficou literalmente forçando para vender mais pratos, o que foi desagradável. Mas ainda é um bom restaurante.",Já foi melhor,mariaisabel2013
791,66991,Coco Bambu Porto Alegre,0,5,2022-8-1,2022-8-1,"Além do menu excepcional,  o atendimento do Ricardo foi excelente! Educado e cordial!!  Parabéns por sempre manterem o padrão!",Mais um almoço no Coco Bambu,_ngelag2016
792,51274,Coco Bambu Meireles,0,5,2018-6-1,2018-6-12,"Prato camarão Olinda! Comida maravilhosa! Super bem servido! Ambiente super agradável e confortável!  Atendimento impecável! Garçons Gabriel, Abraão, erisvelton e glauber!",Almoço!,Camila C
793,41887,Coco Bambu Sul Restaurante,0,5,2021-9-1,2021-9-6,"Gostaria de agradecer o atendimento ao garçom Ronaldo Martins, atendimento de excelência.  Grata pela indicação do prato principal e entrada.   Satisfeita.",Almoço,759nathalias
794,136082,Coco Bambu Manaus,0,5,2018-1-1,2018-7-10,"Lugar agradabilíssimo, carta de vinho e bebidas em geral bem diversificada. Menu de água na boca...carnes, peixes, frutos do mar....ao gosto do cliente. Lugar super recomendado. Preço justo.",Coco bambu Manaus,Taty P
795,80755,Coco Bambu Sul Restaurante,0,3,2016-8-1,2016-8-7,"Bem frequentado, preço um pouco caro, bairo onde está localizado é perigoso. Melhor ir no Coco bambu da praia, na praia do Futuro.Mais",Ambiente bom,Camila S S
796,163341,Coco Bambu Ribeirao Preto,0,5,2022-6-1,2022-6-10,"Garcon  João Antônio muito educado. Lugar bem agradáve e aconchegante , música ambiente na altura agradável que não atrapalha a conversa",Jantar aniversário,Alinematesco
797,161917,Coco Bambu Brasília Shopping,0,5,2016-2-1,2016-2-8,"Além da refeição maravilhosa,  o atendimento foi excepcional. Rápido, agradável e simpático, além da música suave ao vivo e um ambiente aconchegante no mezanino.",Ótimo atendimento ,larissaemfamilia
798,23761,Coco Bambu Brasília Shopping,0,5,2021-5-1,2021-5-16,Fui ao Coco Bambu no Brasília Shopping e o Garçon Domingos foi super gentil.  Tudo ótimo. Recomendo. Venho aqui com frequência. Sempre me trataram bem.,Almoço excelente,jacquelinecK194OS
799,59362,Coco Bambu Lago Sul,0,5,2016-2-1,2016-2-9,Ótima opções para quem curte frutos do mar. Melhores pratos com camarão em Brasília. Atendimento também excelente. Preços condizentes. Ótimo pra levar amigos que estejam na cidade a passeio.,Excelente ,WSalomao
800,151642,Coco Bambu Brasília Shopping,0,5,2018-11-1,2018-11-7,"Escolho sempre o Coco Bambu para comemorações; aniversários, confraternizações, visita de amigos e familiares.",Comida boa e ambiente agradável,Ângela P
801,134448,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-5,"Sou suspeita em falar amo, cardápio muito variado, mas confesso que minha preferência é o camarão internacional, não tem melhor Opção a meu vê.",Excelente ,angelaa748
802,23721,Coco Bambu JK,1,4,2019-6-1,2019-6-9,"Coco bambu oferece comidas apetitosas e se comparar os preços com os tamanhos dos pratos verá que é razoável, destaque para o maravilhoso pudim de leite Super cremoso. Gostaria que a administração organizasse melhor o cardápio, São muitas opções de prato e o cardápio está...Mais","Boa comida, preço razoável ",Erika221114
803,25894,Coco Bambu Brasília Shopping,0,5,2015-10-1,2016-4-22,"Diferente do Coco Bambu do Lago, indico este restaurante localizado no Brasilia Shopping para almoco de negocios, O buffet e o mais completo ja visto, e possui muitos pratos existente no cardapio a La Carte. Isto não impede que todos os pedidos possam ser feitos...Mais",Buffet sensacional,Tais M
804,189137,Coco Bambu Anhembi,0,5,2019-3-1,2019-3-13,Muito bom o atendimento do Otávio não manden ele para outra casa super indico tilápia coco Brasil...,Jantar casual,Cassia D
805,169885,Coco Bambu Lago Sul,0,5,2018-5-1,2018-5-8,"Atendimento: Marcos  Restaurante muito agradável, com um cardápio  bastante variado com opções de de carnes, peixes além do tradicional Camarão.  Com um atendimento excepciona, e um vista incrível do lago de Brasília.",JANTAR ENTRE AMIGOS ,mercado l
806,99721,Coco Bambu Porto Alegre,1,5,2018-6-1,2018-7-1,"Muito bom restaurante, belo ambiente. O atendimento não é dos melhores, mas com um pouco de paciência, nada atrapalha! Com segurança e Estácionamento, está dentro do shopping.",Coco bambu,MarceloSchacht
807,103029,Coco Bambu Frutos do Mar,1,5,2018-11-1,2018-11-8,"Não tem defeito! Comida simplesmente maravilhosa, muito bem feita, no ponto certo, com o tempero incomparável. A quantidade para duas pessoas é muito bem servida. O atendimento é extremamente bom: rápido e atencioso. Vale muito a pena.",Maravilhoso,Caroline F
808,97701,Coco Bambu Market Place,2,5,2019-11-1,2019-12-22,"Fomos muito bem atendidos no Coco Bambu Market Place pelo garçom Donis. Local estava bem agradável com música ao vivo, atendimento perfeito. Dou nota dez....",Avaliação,granadocarneiro
809,134476,Coco Bambu Botafogo Rio,0,5,2021-6-1,2021-6-12,"Ótimo jantar, tudo perfeito do jantar a sobremesa, e para fechar com chave de ouro o excelente atendimento pelo garçom ALEX!!! Voltarei mais vezes com certeza!",Ótimo jantar,anaclaudial542
810,158094,Coco Bambu Conceito Pátio Paulista,0,5,2022-8-1,2022-8-1,"Ótimo atendimento, comida, bebidas e música ambiente. Alexandre e equipe são ótimos e prestativos.  Voltaremos com certeza.",Ótimo atendimento,W2269YXtamaraa
811,155843,Coco Bambu Meireles,0,4,2014-4-1,2014-5-8,"lugar lindo , comida otima . não e muito barato mas compensa  excelente opção pra quem esta na beira mar",muito bom,ccrisms
