Unnamed: 0,nomeRestaurante,curtidas,rating,dataVisita,dataPublicacao,comentario,titulo,IDUsuarioFK,annotations,Unnamed: 0.1
126127,Coco Bambu Águas Claras,0,4,2018-4-1,2018-4-9,fui para comemoração de um batizado e posso dizer que os atendentes foram super atenciosos e prestativos  as comidas estavam deliciosas  recomendo,Excelente comida,Carla Juliana M,"('fui para comemoração de um batizado e posso dizer que os atendentes foram super atenciosos e prestativos  as comidas estavam deliciosas  recomendo', {'entities': [(109, 116, 'COMIDA'), (57, 67, 'SERVIÇO')]})",331
29702,Coco Bambu Anhembi,1,5,2019-8-1,2019-8-31,maravilhoso adorei tudo no estabelecimento  comida  atendimento e instalações perfeitas  indico sem hesitar ,Adorei o serviço,Vitor M,"('maravilhoso adorei tudo no estabelecimento  comida  atendimento e instalações perfeitas  indico sem hesitar ', {'entities': [(66, 77, 'AMBIENTE'), (27, 42, 'GERAL'), (44, 50, 'COMIDA'), (52, 63, 'SERVIÇO')]})",332
73828,Coco Bambu Frutos do Mar,0,5,2017-10-1,2017-10-28,estabelecimento ótimo  fomos atendidos pelos garçons moises e ronnys que proporcionaram uma experiência gastronômica fantástica  show de bola ,Janta,Daniel C,"('estabelecimento ótimo  fomos atendidos pelos garçons moises e ronnys que proporcionaram uma experiência gastronômica fantástica  show de bola ', {'entities': [(0, 15, 'GERAL'), (92, 116, 'COMIDA'), (45, 68, 'SERVIÇO')]})",333
184148,Coco Bambu Brasília Shopping,0,4,2016-2-1,2016-3-29,apesar do preço alto dos pratos  alguns são muito servidos e servem mais de 4 pessoas  camarão internacional  por exemplo  assim  é possível comer bem  num lugar agradável por um preço justo  no almoço  funciona como buffet  com muitas opções  mas um pouco caro  r mais,"Um dos poucos restaurantes finos que ainda se pode comer bem pagando ""pouco""",Leonardo_BSB,"('apesar do preço alto dos pratos  alguns são muito servidos e servem mais de 4 pessoas  camarão internacional  por exemplo  assim  é possível comer bem  num lugar agradável por um preço justo  no almoço  funciona como buffet  com muitas opções  mas um pouco caro  r mais', {'entities': [(156, 161, 'GERAL'), (25, 31, 'COMIDA'), (87, 108, 'COMIDA'), (10, 15, 'PREÇO'), (179, 184, 'PREÇO'), (257, 261, 'PREÇO')]})",334
96615,Coco Bambu Flamboyant,0,5,2019-6-1,2019-6-3,fomos muito bem atendido pelo junior   flamenguista  aambiente aconchegante e a comida estava otimaaaaa ,Jantar com a esposa linda e maravilhosa.,Aquiles B,"('fomos muito bem atendido pelo junior   flamenguista  aambiente aconchegante e a comida estava otimaaaaa ', {'entities': [(53, 62, 'AMBIENTE'), (80, 86, 'COMIDA'), (30, 36, 'SERVIÇO')]})",335
117927,Coco Bambu Anália Franco,0,5,2017-5-1,2018-3-3,excelente cardápio  ambiente e serviço  ambiente aconchegante  porções grandes  servem confortavelmente dois adultos,Excelente,Ricardo P,"('excelente cardápio  ambiente e serviço  ambiente aconchegante  porções grandes  servem confortavelmente dois adultos', {'entities': [(20, 28, 'AMBIENTE'), (40, 48, 'AMBIENTE'), (10, 18, 'COMIDA'), (63, 70, 'COMIDA'), (31, 38, 'SERVIÇO')]})",336
169237,Coco Bambu Meireles,1,4,2016-10-1,2016-12-3,coco bambu é sempre bom  muitos pratos excelentes   como peixada cearense   carne do sol sertaneja etc   o pudim de lá é muito bom   não gosto muito do coco bambu meireles devido ser muito lotado para pegar uma mesa  mas fora isso me agrada mais,Ambiente bom ,rafaelgurgelrg,"('coco bambu é sempre bom  muitos pratos excelentes   como peixada cearense   carne do sol sertaneja etc   o pudim de lá é muito bom   não gosto muito do coco bambu meireles devido ser muito lotado para pegar uma mesa  mas fora isso me agrada mais', {'entities': [(0, 10, 'GERAL'), (152, 162, 'GERAL'), (32, 38, 'COMIDA'), (57, 73, 'COMIDA'), (76, 98, 'COMIDA'), (107, 112, 'COMIDA'), (163, 171, 'LOCALIZAÇÃO')]})",337
50199,Coco Bambu Londrina,1,5,2020-1-1,2020-1-9,prato camarão de olinda p  2 pessoas bem servido  rende até 4 pessoas  pink lemonade é super refrescante e vem grande quantidade  o som agradável  ambiente confortável e climatizado  bem atendidas pelo garçom herik ,Almoço em família,paulafD6010LB,"('prato camarão de olinda p  2 pessoas bem servido  rende até 4 pessoas  pink lemonade é super refrescante e vem grande quantidade  o som agradável  ambiente confortável e climatizado  bem atendidas pelo garçom herik ', {'entities': [(132, 135, 'AMBIENTE'), (0, 5, 'COMIDA'), (6, 23, 'COMIDA'), (71, 84, 'BEBIDA'), (202, 214, 'SERVIÇO')]})",338
187587,Coco Bambu Lago Sul,0,5,2018-6-1,2018-6-3,comemos nesse restaurante com a família que vamos com uma certa frequência  apesar de não ser barato  fomos bem atendidos pelo garçom  pedro que foi muito atencioso  comida excelente ,Comida boa,722vivianel,"('comemos nesse restaurante com a família que vamos com uma certa frequência  apesar de não ser barato  fomos bem atendidos pelo garçom  pedro que foi muito atencioso  comida excelente ', {'entities': [(14, 25, 'GERAL'), (166, 172, 'COMIDA'), (94, 100, 'PREÇO')]})",339
87154,Coco Bambu Lago Sul,0,5,2016-3-1,2016-3-23,os pratos são bem servidos em media 6 pessoas bem servidas  comida maravilhosa vista para o lago  serve carnes e frango mais a proposta o forte são os mariscos  na varanda costuma ter música ao vivo mpb cobram por isso por pessoa  talvez seja o maior mais,Melhor restaurante para grupos ou famílias ,Clinica M,"('os pratos são bem servidos em media 6 pessoas bem servidas  comida maravilhosa vista para o lago  serve carnes e frango mais a proposta o forte são os mariscos  na varanda costuma ter música ao vivo mpb cobram por isso por pessoa  talvez seja o maior mais', {'entities': [(79, 84, 'AMBIENTE'), (184, 190, 'AMBIENTE'), (3, 9, 'COMIDA'), (60, 66, 'COMIDA'), (104, 110, 'COMIDA'), (113, 119, 'COMIDA'), (151, 159, 'COMIDA')]})",340
88717,Coco Bambu Meireles,0,4,2014-5-1,2014-7-9,jantamos no coco bambu e gostamos muito do atendimento  rápido  do espaço amplo do restaurante  comemos uns camarões com molho de côco de entrada que estavam bem gostosos  o prato principal era um estilo escondidinho de camarão para 2 pessoas  que serviu para 4 muito mais,Pratos grandes e com preços justos,Leonardo G,"('jantamos no coco bambu e gostamos muito do atendimento  rápido  do espaço amplo do restaurante  comemos uns camarões com molho de côco de entrada que estavam bem gostosos  o prato principal era um estilo escondidinho de camarão para 2 pessoas  que serviu para 4 muito mais', {'entities': [(67, 73, 'AMBIENTE'), (12, 22, 'GERAL'), (108, 134, 'COMIDA'), (174, 189, 'COMIDA'), (204, 227, 'COMIDA'), (43, 54, 'SERVIÇO')]})",341
94195,Coco Bambu Londrina,0,5,2019-11-1,2019-11-2,restaurante excepcional  um dos melhores de londrina com certeza  drinks bons  comida muito saborosa sem falar no atendimento excelente do rodrigo pandolfo  muito bom  voltaremos com certeza ,Atendimento excelente!!,ThomazPaschoal,"('restaurante excepcional  um dos melhores de londrina com certeza  drinks bons  comida muito saborosa sem falar no atendimento excelente do rodrigo pandolfo  muito bom  voltaremos com certeza ', {'entities': [(0, 11, 'GERAL'), (79, 85, 'COMIDA'), (66, 72, 'BEBIDA'), (114, 125, 'SERVIÇO'), (139, 155, 'SERVIÇO'), (44, 52, 'LOCALIZAÇÃO')]})",342
106086,Coco Bambu Lago Sul,0,5,2014-11-1,2014-12-2,comida boa e farta  muito gostosa  com ambiente agradável e bom atendimento  a vista para o lago é maravilhosa ,Muito bom!,Tiagoirber,"('comida boa e farta  muito gostosa  com ambiente agradável e bom atendimento  a vista para o lago é maravilhosa ', {'entities': [(39, 47, 'AMBIENTE'), (79, 84, 'AMBIENTE'), (0, 6, 'COMIDA'), (64, 75, 'SERVIÇO')]})",343
95580,Coco Bambu Recife,0,4,2018-7-1,2018-7-14,ambiente com boa música  boa comida e um excelente atendimento praticado por edmilson  inclusive indicando pratos que agradaram a todos ,Muito bom,Tulio S,"('ambiente com boa música  boa comida e um excelente atendimento praticado por edmilson  inclusive indicando pratos que agradaram a todos ', {'entities': [(0, 8, 'AMBIENTE'), (17, 23, 'AMBIENTE'), (29, 35, 'COMIDA'), (107, 113, 'COMIDA'), (51, 62, 'SERVIÇO'), (77, 85, 'SERVIÇO')]})",344
63496,Coco Bambu Brasília Shopping,0,5,2022-8-1,2022-8-1,fomos atendidos pelo domingos silva  muito atencioso  comida muito boa e ambiente agradável  recomendomais,Almoço dia dos pais,E8565MFrodrigom,"('fomos atendidos pelo domingos silva  muito atencioso  comida muito boa e ambiente agradável  recomendomais', {'entities': [(73, 81, 'AMBIENTE'), (54, 60, 'COMIDA'), (21, 35, 'SERVIÇO')]})",345
24005,Coco Bambu Frutos do Mar,0,4,2016-6-1,2016-7-7,fomos em 4 pessoas jantar e comemorar o aniversário de uma delas  pedimos o camarão empanado  delicioso deu para 3 pessoas comerem bem  a apresentação do prato é a mesma da foto  com camarões grandes  arroz à grega  etc atendimento muito bom   como se tratava de aniversário mais,Camarão delicioso,BernadeteP24,"('fomos em 4 pessoas jantar e comemorar o aniversário de uma delas  pedimos o camarão empanado  delicioso deu para 3 pessoas comerem bem  a apresentação do prato é a mesma da foto  com camarões grandes  arroz à grega  etc atendimento muito bom   como se tratava de aniversário mais', {'entities': [(76, 92, 'COMIDA'), (154, 159, 'COMIDA'), (183, 199, 'COMIDA'), (201, 214, 'COMIDA'), (220, 231, 'SERVIÇO')]})",346
104998,Coco Bambu - Dom Pastel,0,5,2016-4-1,2016-6-9,cardápio variado e com diversas promoções nos pratos para mais de 1 pessoa  pratos muito bem servidos  comida de excelente gosto  estacionamento próprio  ambiente climatizado  conta com espaço para crianças ,Ótimo Restaurante,Phellipe d,"('cardápio variado e com diversas promoções nos pratos para mais de 1 pessoa  pratos muito bem servidos  comida de excelente gosto  estacionamento próprio  ambiente climatizado  conta com espaço para crianças ', {'entities': [(154, 162, 'AMBIENTE'), (186, 206, 'AMBIENTE'), (0, 8, 'COMIDA'), (46, 52, 'COMIDA'), (76, 82, 'COMIDA'), (103, 109, 'COMIDA'), (32, 41, 'PREÇO'), (130, 144, 'LOCALIZAÇÃO')]})",347
161660,Coco Bambu Bahia,2,4,2013-10-1,2013-10-21,após a reconstrução  depois do incêndio  o restaurante ficou com um ambiente mais amplo  claro e melhor  dispõe de um estacionamento ao lado com taxa de manobrista  atualmente r 10  o cardápio é bastante variado mas os preços não são tão convidativos  apesar disso  a procura mais,O ambiente ficou melhor após a reconstrução,Orlando P,"('após a reconstrução  depois do incêndio  o restaurante ficou com um ambiente mais amplo  claro e melhor  dispõe de um estacionamento ao lado com taxa de manobrista  atualmente r 10  o cardápio é bastante variado mas os preços não são tão convidativos  apesar disso  a procura mais', {'entities': [(68, 76, 'AMBIENTE'), (43, 54, 'GERAL'), (184, 192, 'COMIDA'), (219, 225, 'PREÇO'), (118, 132, 'LOCALIZAÇÃO')]})",348
36909,Coco Bambu Rio Norte Shopping,0,5,2021-11-1,2021-11-15,excelente restaurante   comida deliciosa  atendimento excelente   escolhemos como tira gosto  uns pastéis de carne e o prato   foi um bacalhau à lagareiro  e a  sobremesa uma cocada de forno com sorvete   maravilhoso  ,Um sábado diferente,K7468,"('excelente restaurante   comida deliciosa  atendimento excelente   escolhemos como tira gosto  uns pastéis de carne e o prato   foi um bacalhau à lagareiro  e a  sobremesa uma cocada de forno com sorvete   maravilhoso  ', {'entities': [(10, 21, 'GERAL'), (24, 30, 'COMIDA'), (98, 114, 'COMIDA'), (119, 124, 'COMIDA'), (134, 154, 'COMIDA'), (161, 170, 'COMIDA'), (175, 202, 'COMIDA'), (42, 53, 'SERVIÇO')]})",349
42397,Coco Bambu Brasília Shopping,1,5,2017-12-1,2017-12-20,ameiii o atendimento sem falar na comida que é maravilhosa   super indico o prato carne do sol do sertão   o prato de 2 pessoas serve bem 3    fui super bem atendida pelo garçom jeffrson   e o gerente também nos atendeu super bem mais,Jantar com amigo ,Raíssa F,"('ameiii o atendimento sem falar na comida que é maravilhosa   super indico o prato carne do sol do sertão   o prato de 2 pessoas serve bem 3    fui super bem atendida pelo garçom jeffrson   e o gerente também nos atendeu super bem mais', {'entities': [(34, 40, 'COMIDA'), (76, 81, 'COMIDA'), (82, 104, 'COMIDA'), (109, 114, 'COMIDA'), (9, 20, 'SERVIÇO'), (171, 186, 'SERVIÇO'), (193, 200, 'SERVIÇO')]})",350
141452,Coco Bambu Frutos do Mar,0,5,2016-4-1,2016-4-16,muito bom    fui no beira mar  fantástico   fantástico atendimento  bons pratos e bom preço   sugestão de prato a paella   que tem um outro nome que não me recordo no momento  ,Passeio,Ricardo M,"('muito bom    fui no beira mar  fantástico   fantástico atendimento  bons pratos e bom preço   sugestão de prato a paella   que tem um outro nome que não me recordo no momento  ', {'entities': [(73, 79, 'COMIDA'), (106, 111, 'COMIDA'), (114, 120, 'COMIDA'), (55, 66, 'SERVIÇO'), (86, 91, 'PREÇO'), (20, 29, 'LOCALIZAÇÃO')]})",351
22221,Coco Bambu Botafogo Rio,0,5,2022-6-1,2022-6-15,super atendimento do garçom fernando  muito atencioso e gentil  parabéns  costumamos vir com frequência ,Jantar em família,thiagog324,"('super atendimento do garçom fernando  muito atencioso e gentil  parabéns  costumamos vir com frequência ', {'entities': [(6, 36, 'SERVIÇO')]})",352
79042,Coco Bambu Iguatemi Brasilia,0,5,2021-7-1,2021-7-29,fui muito bem atendido e a comida estava excelente  pedimos o camarão tropical que estava em falta antes mas agora voltou  muito bom mesmo ,Excelente atendimento,matheusgoc,"('fui muito bem atendido e a comida estava excelente  pedimos o camarão tropical que estava em falta antes mas agora voltou  muito bom mesmo ', {'entities': [(27, 33, 'COMIDA'), (62, 78, 'COMIDA'), (14, 22, 'SERVIÇO')]})",353
141647,Coco Bambu Cuiabá,0,4,2019-4-1,2019-5-5,muito bom o jantar  pena que todas a porções são para mais de uma pessoa  poderia ter pratos individuais além dos hambúrgueres  o melhor é a sobremesa  sem sombra de dúvidas ,Normal,diogorubin89,"('muito bom o jantar  pena que todas a porções são para mais de uma pessoa  poderia ter pratos individuais além dos hambúrgueres  o melhor é a sobremesa  sem sombra de dúvidas ', {'entities': [(37, 44, 'COMIDA'), (86, 92, 'COMIDA'), (114, 126, 'COMIDA'), (141, 150, 'COMIDA')]})",354
35177,Coco Bambu Lago Sul,0,5,2013-5-1,2013-11-19,comida deliciosa e preço bom  em datas especiais fica lotado  assim terá que reservar ou chegar mais cedo ,tudo de bom,servico_bom,"('comida deliciosa e preço bom  em datas especiais fica lotado  assim terá que reservar ou chegar mais cedo ', {'entities': [(0, 6, 'COMIDA'), (19, 24, 'PREÇO')]})",355
9963,Coco Bambu,0,5,2016-2-1,2016-6-27,excelente restaurante para almoço ou janta  comida excelente e ambientes variados com cardápio também variado  vale à pena  pratos bem servidos e serviço à la carte ,Frutos do mar em Teresina,Sérgio G,"('excelente restaurante para almoço ou janta  comida excelente e ambientes variados com cardápio também variado  vale à pena  pratos bem servidos e serviço à la carte ', {'entities': [(63, 72, 'AMBIENTE'), (10, 21, 'GERAL'), (44, 50, 'COMIDA'), (86, 94, 'COMIDA'), (124, 130, 'COMIDA'), (146, 153, 'SERVIÇO')]})",356
181374,Coco Bambu Porto Alegre,2,1,2016-12-1,2016-12-9,fomos jantar quarta feira a noite atendimento dos garçons tudo excelente mas a comida estava horrível croquete de bacalhau salgado prato principal peixa a moda coco bambu batatas frias o peixe uma tilápia gordurosa sem gosto comida pior que kioski de beira de praia mais,Horrível ,O5914QFrobertog,"('fomos jantar quarta feira a noite atendimento dos garçons tudo excelente mas a comida estava horrível croquete de bacalhau salgado prato principal peixa a moda coco bambu batatas frias o peixe uma tilápia gordurosa sem gosto comida pior que kioski de beira de praia mais', {'entities': [(79, 85, 'COMIDA'), (102, 122, 'COMIDA'), (131, 146, 'COMIDA'), (147, 178, 'COMIDA'), (187, 192, 'COMIDA'), (197, 204, 'COMIDA'), (225, 231, 'COMIDA'), (34, 57, 'SERVIÇO')]})",357
176986,Coco Bambu Uberlândia,1,5,2021-12-1,2021-12-18,parabéns à toda equipe do coco bambu  a qual é super preparada e empática para com os clientes  desde a recepção até o serviço dos garçons  tudo feito com zelo e cuidado   parabéns ao gerente fernando e em especial  aos funcionários luís carlos  nívia  ana luiza mais,serviço de excelência,Raifigv,"('parabéns à toda equipe do coco bambu  a qual é super preparada e empática para com os clientes  desde a recepção até o serviço dos garçons  tudo feito com zelo e cuidado   parabéns ao gerente fernando e em especial  aos funcionários luís carlos  nívia  ana luiza mais', {'entities': [(26, 36, 'GERAL'), (16, 22, 'SERVIÇO'), (104, 112, 'SERVIÇO'), (119, 138, 'SERVIÇO'), (184, 200, 'SERVIÇO'), (233, 244, 'SERVIÇO'), (246, 251, 'SERVIÇO'), (253, 262, 'SERVIÇO')]})",358
87041,Coco Bambu JK,0,5,2018-10-1,2018-10-12,atendimento do kot muito bom  educado  gentil e simpático  local agradável  comida deliciosa  voltaremos mais vezes ,Celebrando a amizade,André A,"('atendimento do kot muito bom  educado  gentil e simpático  local agradável  comida deliciosa  voltaremos mais vezes ', {'entities': [(59, 64, 'GERAL'), (76, 82, 'COMIDA'), (0, 18, 'SERVIÇO')]})",359
167688,Coco Bambu JK,1,5,2018-7-1,2018-7-23,a minutos do parque do ibirapuera esta esse excelente restaurante de raizes nordestinas que traz em sua bagagem os jeitinho gostoso do nordeste em seus pratos  do fantastico camarão internacional ao delicioso cheesburguer o que você escolher é uma boa pedida   sempre cheio nos horarios mais,Um pedaço do nordeste no meio de São Paulo,RickDomin,"('a minutos do parque do ibirapuera esta esse excelente restaurante de raizes nordestinas que traz em sua bagagem os jeitinho gostoso do nordeste em seus pratos  do fantastico camarão internacional ao delicioso cheesburguer o que você escolher é uma boa pedida   sempre cheio nos horarios mais', {'entities': [(54, 65, 'GERAL'), (152, 158, 'COMIDA'), (174, 195, 'COMIDA'), (209, 221, 'COMIDA'), (13, 33, 'LOCALIZAÇÃO')]})",360
130501,Coco Bambu Sul Restaurante,1,5,2019-9-1,2019-9-14,ronaldo ótimo funcionário   melhor atendimento muito atencioso  metrô maciel veio a mesa deu uma boa atenção atendimento e jantar cerveja mais gelada da cidade melhor restaurante da cidade,Jantar,Viajantes1234678,"('ronaldo ótimo funcionário   melhor atendimento muito atencioso  metrô maciel veio a mesa deu uma boa atenção atendimento e jantar cerveja mais gelada da cidade melhor restaurante da cidade', {'entities': [(167, 178, 'GERAL'), (130, 137, 'BEBIDA'), (0, 7, 'SERVIÇO'), (35, 46, 'SERVIÇO'), (64, 76, 'SERVIÇO'), (109, 120, 'SERVIÇO')]})",361
30952,Coco Bambu Porto Alegre,0,4,2018-12-1,2019-1-24,ambiente  atendimento comida e preço justo   tudo muito bom e bem servido   capricho   sou cliente assídua  tanto presencial quanto de dele entrega  e por ser tele entrega a qualidade é a mesma ,Tudo muito bom!,Camila G,"('ambiente  atendimento comida e preço justo   tudo muito bom e bem servido   capricho   sou cliente assídua  tanto presencial quanto de dele entrega  e por ser tele entrega a qualidade é a mesma ', {'entities': [(0, 8, 'AMBIENTE'), (22, 28, 'COMIDA'), (10, 21, 'SERVIÇO'), (31, 36, 'PREÇO')]})",362
132364,Coco Bambu Anhembi,0,5,2017-11-1,2017-11-19,fomos muito bem atendidos e a comida estava deliciosa  voltarei mais vezes com certeza  obrigado por ter tornado nossa tarde especial e saborosa ,Excelente,Antonio H,"('fomos muito bem atendidos e a comida estava deliciosa  voltarei mais vezes com certeza  obrigado por ter tornado nossa tarde especial e saborosa ', {'entities': [(30, 36, 'COMIDA'), (16, 25, 'SERVIÇO')]})",363
172123,Coco Bambu Águas Claras,0,5,2022-8-1,2022-8-1,elogio ao garçon wanderson  simples  prestativo  transparente  nota 10  a vomida boa como sempre  chopp bem gelado ,Garçon 10,severocri,"('elogio ao garçon wanderson  simples  prestativo  transparente  nota 10  a vomida boa como sempre  chopp bem gelado ', {'entities': [(74, 80, 'COMIDA'), (98, 103, 'BEBIDA'), (10, 26, 'SERVIÇO')]})",364
14702,Coco Bambu JK,0,5,2017-7-1,2017-7-18,jantar excelente  preço justo  ótimo atendimento do garçom irineu  com direito a sobremesa especial de aniversário e parabéns cantado por ele  musica ao vivo muito agradável  noite perfeita ,"Excelente!!! Comida, musica e atendimento!",Danilo d,"('jantar excelente  preço justo  ótimo atendimento do garçom irineu  com direito a sobremesa especial de aniversário e parabéns cantado por ele  musica ao vivo muito agradável  noite perfeita ', {'entities': [(143, 149, 'AMBIENTE'), (81, 90, 'COMIDA'), (37, 65, 'SERVIÇO'), (18, 23, 'PREÇO')]})",365
172565,Coco Bambu Sul Restaurante,0,5,2017-10-1,2017-10-17,jantamos um ótimo peixe com delicioso molho de coco e fomos  devidamente  atentidos por alisson que fez com que a comemoração de aniversário fosse muito boa ,Ótima janta,favaherculano,"('jantamos um ótimo peixe com delicioso molho de coco e fomos  devidamente  atentidos por alisson que fez com que a comemoração de aniversário fosse muito boa ', {'entities': [(18, 23, 'COMIDA'), (38, 51, 'COMIDA'), (88, 95, 'SERVIÇO')]})",366
67548,Coco Bambu JK,0,5,2017-10-1,2017-10-15,comida  ambiente e atendimento maravilhoso  garçom raimundo muito simpático e atencioso  pretendo voltar ,Almoço em familia,Kaynan Y,"('comida  ambiente e atendimento maravilhoso  garçom raimundo muito simpático e atencioso  pretendo voltar ', {'entities': [(8, 16, 'AMBIENTE'), (0, 6, 'COMIDA'), (19, 30, 'SERVIÇO'), (44, 59, 'SERVIÇO')]})",367
61421,Coco Bambu Frutos do Mar,0,1,2018-3-1,2018-3-13,tenho rodado o país a trabalho e acabo sempre indo ao coco babu  fortaleza  teresina  sp  bsb  etc  quer saber  só marketing  comida ruim  tudo com o mesmo gosto  pratas mal elaborados e caros  prometi p mim mesmo não voltar  procurem opções locais  serão muito mais,"Ruim, sempre",K8328VTfelipec,"('tenho rodado o país a trabalho e acabo sempre indo ao coco babu  fortaleza  teresina  sp  bsb  etc  quer saber  só marketing  comida ruim  tudo com o mesmo gosto  pratas mal elaborados e caros  prometi p mim mesmo não voltar  procurem opções locais  serão muito mais', {'entities': [(54, 63, 'GERAL'), (235, 248, 'GERAL'), (126, 132, 'COMIDA'), (163, 169, 'COMIDA'), (187, 192, 'PREÇO'), (76, 84, 'LOCALIZAÇÃO'), (86, 88, 'LOCALIZAÇÃO'), (90, 93, 'LOCALIZAÇÃO')]})",368
51141,Coco Bambu Meireles,0,5,2018-8-1,2018-8-11,nota dez do ambiente a comida e o atendimento pelo garçom  bastian um indiano ímpar falando um português fluente explicando os pratos e sempre cortes  ,Jantar de comemoração ,célio s,"('nota dez do ambiente a comida e o atendimento pelo garçom  bastian um indiano ímpar falando um português fluente explicando os pratos e sempre cortes  ', {'entities': [(12, 20, 'AMBIENTE'), (23, 29, 'COMIDA'), (127, 133, 'COMIDA')]})",369
171459,Coco Bambu Manaus,0,5,2021-12-1,2021-12-13,atendimento nota  dez  10  garçom muito gentil  prestativo e educado  nossa despedida foi espetacular,Despedida,andr_anaraf2021,"('atendimento nota  dez  10  garçom muito gentil  prestativo e educado  nossa despedida foi espetacular', {'entities': [(0, 11, 'SERVIÇO'), (27, 33, 'SERVIÇO')]})",370
99379,Coco Bambu Flamboyant,1,5,2018-1-1,2018-1-22,esse restaurante não foge ao padrão coco bambu  comida deliciosa  bom atendimento e preço justo  recomendo ,Nota 10,sandrasjr,"('esse restaurante não foge ao padrão coco bambu  comida deliciosa  bom atendimento e preço justo  recomendo ', {'entities': [(5, 16, 'GERAL'), (36, 46, 'GERAL'), (48, 54, 'COMIDA'), (70, 81, 'SERVIÇO'), (84, 89, 'PREÇO')]})",371
39897,Coco Bambu Frutos do Mar,1,5,2019-10-1,2019-11-6,nada a reclamar desde o atendimento comida ambiente localização  experimentem a paella camarão internacional ou o camarão iracema deliciosos ,Tudo perfeito!,alinne1988,"('nada a reclamar desde o atendimento comida ambiente localização  experimentem a paella camarão internacional ou o camarão iracema deliciosos ', {'entities': [(43, 51, 'AMBIENTE'), (36, 42, 'COMIDA'), (80, 86, 'COMIDA'), (87, 108, 'COMIDA'), (114, 129, 'COMIDA'), (24, 35, 'SERVIÇO'), (52, 63, 'LOCALIZAÇÃO')]})",372
84197,Coco Bambu Lago Sul,0,5,2018-7-1,2018-7-31,menezes nos proporcionou um atendimento excelente e muito profissional  a noite foi agradável e prazerosa   a torta de limão é ótima ,Aniversário em família,Viviane B,"('menezes nos proporcionou um atendimento excelente e muito profissional  a noite foi agradável e prazerosa   a torta de limão é ótima ', {'entities': [(110, 124, 'COMIDA'), (0, 7, 'SERVIÇO'), (28, 39, 'SERVIÇO')]})",373
67281,Coco Bambu Recife,0,5,2022-2-1,2022-2-2,sou cliente do coco bambu  vim jantar em família e fui atendida por petrúcio  excelente atendimento  o jantar e as sobremesas estavam maravilhosos  foi muito bom ,Amei muito a experiência,thain_f2022,"('sou cliente do coco bambu  vim jantar em família e fui atendida por petrúcio  excelente atendimento  o jantar e as sobremesas estavam maravilhosos  foi muito bom ', {'entities': [(15, 25, 'GERAL'), (115, 125, 'COMIDA'), (68, 76, 'SERVIÇO'), (88, 99, 'SERVIÇO')]})",374
157144,Coco Bambu Porto Alegre,0,5,2019-10-1,2019-10-9,ambiente agradável  prato delicioso e o atendimento do henrique excepcional  gostei  recomendo ,Almoço,Larissa C,"('ambiente agradável  prato delicioso e o atendimento do henrique excepcional  gostei  recomendo ', {'entities': [(0, 8, 'AMBIENTE'), (20, 25, 'COMIDA'), (40, 63, 'SERVIÇO')]})",375
157086,Coco Bambu Meireles,1,5,2019-7-1,2019-7-10,muito boa  ótimo atendimento de sandro e júlio cesar ambiente bom  comida espetacular  som legal recomendo,Férias,Afonso C,"('muito boa  ótimo atendimento de sandro e júlio cesar ambiente bom  comida espetacular  som legal recomendo', {'entities': [(53, 61, 'AMBIENTE'), (87, 90, 'AMBIENTE'), (67, 73, 'COMIDA'), (17, 38, 'SERVIÇO'), (41, 52, 'SERVIÇO')]})",376
97164,Coco Bambu Lago Sul,0,4,2015-11-1,2016-6-1,comida excelente sem comparacao  bom para ir com amigos familia e crianças comida com otima qualidade funcionarios educados comida um pouco cara mais vale muito a pena ,excelente opcao em DF,veridiana c,"('comida excelente sem comparacao  bom para ir com amigos familia e crianças comida com otima qualidade funcionarios educados comida um pouco cara mais vale muito a pena ', {'entities': [(0, 6, 'COMIDA'), (75, 81, 'COMIDA'), (124, 130, 'COMIDA'), (102, 114, 'SERVIÇO'), (140, 144, 'PREÇO')]})",377
4593,Coco Bambu Frutos do Mar,1,5,2019-6-1,2019-6-21,noé nos atendeu de forma excelente  és extremamente atencioso e prestativo  espero voltar em breve ,Jantar em família,Henrique M,"('noé nos atendeu de forma excelente  és extremamente atencioso e prestativo  espero voltar em breve ', {'entities': [(0, 3, 'SERVIÇO')]})",378
93825,Coco Bambu Porto Alegre,0,5,2022-8-1,2022-8-1,além do atendimento exemplar  em específico pelo garçom darlan  a entrada  os pratos principais  sobremesas e bebidas estavam todos deliciosos  lugar súper recomendado ,Almoço maravilhoso!,letiziab650,"('além do atendimento exemplar  em específico pelo garçom darlan  a entrada  os pratos principais  sobremesas e bebidas estavam todos deliciosos  lugar súper recomendado ', {'entities': [(144, 149, 'GERAL'), (66, 73, 'COMIDA'), (78, 95, 'COMIDA'), (97, 107, 'COMIDA'), (110, 117, 'BEBIDA'), (8, 19, 'SERVIÇO'), (49, 62, 'SERVIÇO')]})",379
40939,Coco Bambu Anália Franco,0,5,2019-12-1,2019-12-19,fui atendido pelo garçon ricardo mombaça  muito simpático e atencioso  a comida ótima e cerveja super gelada   hoste natália ,Jantar,817jairoc,"('fui atendido pelo garçon ricardo mombaça  muito simpático e atencioso  a comida ótima e cerveja super gelada   hoste natália ', {'entities': [(73, 79, 'COMIDA'), (88, 95, 'BEBIDA'), (18, 40, 'SERVIÇO')]})",380
